//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump11;Stump112
8776
445625.18270119;5696599.84429749;472.71154978;0.67451;0.643137;0.603922;42405.000000;1.000000;1.000000;1.000000;1.000000;0.119184;-0.119184;0.119184;1.000000;1.000000
445625.18660172;5696599.73430069;472.70814993;0.662745;0.643137;0.6;42148.000000;1.000000;1.000000;1.000000;1.000000;-0.155233;0.155233;-0.155233;1.000000;1.000000
445625.18200119;5696599.83510025;472.70914986;0.717647;0.686275;0.65098;45232.000000;1.000000;1.000000;1.000000;1.000000;0.117734;-0.117734;0.117734;1.000000;1.000000
445625.11670120;5696599.89689835;472.73024990;0.862745;0.831373;0.807843;54741.000000;1.000000;1.000000;1.000000;1.000000;0.084930;-0.084930;0.084930;1.000000;1.000000
445625.15200241;5696599.89829834;472.72714998;0.529412;0.490196;0.454902;32639.000000;1.000000;1.000000;1.000000;1.000000;0.111098;-0.111098;0.111098;1.000000;1.000000
445625.11580093;5696599.85969742;472.72504999;0.780392;0.760784;0.733333;49858.000000;1.000000;1.000000;1.000000;1.000000;0.059383;-0.059383;0.059383;1.000000;1.000000
445625.08160217;5696599.82079895;472.72774984;0.631373;0.592157;0.541176;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.019528;0.019528;-0.019528;1.000000;1.000000
445625.11720093;5696599.82449921;472.72475006;0.611765;0.580392;0.537255;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.053109;0.053109;-0.053109;1.000000;1.000000
445625.11940201;5696599.79640015;472.71985008;0.835294;0.807843;0.752941;52942.000000;1.000000;1.000000;1.000000;1.000000;-0.064472;0.064472;-0.064472;1.000000;1.000000
445625.07760246;5696599.88629730;472.74464991;0.701961;0.682353;0.67451;44975.000000;1.000000;1.000000;1.000000;1.000000;0.057830;-0.057830;0.057830;1.000000;1.000000
445625.09520157;5696599.89639862;472.73854973;0.741176;0.713725;0.698039;47031.000000;1.000000;1.000000;1.000000;1.000000;0.073205;-0.073205;0.073205;1.000000;1.000000
445625.02990158;5696599.69019897;472.72144987;0.541176;0.521569;0.486275;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.139801;0.139801;-0.139801;1.000000;1.000000
445625.02800186;5696599.78109940;472.74574997;0.776471;0.745098;0.698039;49087.000000;1.000000;1.000000;1.000000;1.000000;-0.048901;0.048901;-0.048901;1.000000;1.000000
445625.15670212;5696599.81640060;472.71245005;0.415686;0.388235;0.341176;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.093321;0.093321;-0.093321;1.000000;1.000000
445625.19200142;5696599.81780060;472.70935013;0.537255;0.513725;0.478431;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.128206;0.128206;-0.128206;1.000000;1.000000
445625.21400078;5696599.75269897;472.70954992;0.564706;0.541176;0.494118;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.168412;0.168412;-0.168412;1.000000;1.000000
445625.21520241;5696599.71520050;472.70924999;0.509804;0.494118;0.454902;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.189544;0.189544;-0.189544;1.000000;1.000000
445625.17420204;5696599.82649811;472.70865013;0.639216;0.611765;0.572549;40349.000000;1.000000;1.000000;1.000000;1.000000;-0.109880;0.109880;-0.109880;1.000000;1.000000
445625.03690155;5696599.77329834;472.73915007;0.878431;0.847059;0.796078;55512.000000;1.000000;1.000000;1.000000;1.000000;0.056702;-0.056702;0.056702;1.000000;1.000000
445625.18810089;5696599.72479828;472.70804979;0.545098;0.529412;0.490196;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.162404;0.162404;-0.162404;1.000000;1.000000
445625.17010124;5696599.89200027;472.72784998;0.635294;0.596078;0.556863;39321.000000;1.000000;1.000000;1.000000;1.000000;0.122563;-0.122563;0.122563;1.000000;1.000000
445625.09990128;5696599.81450089;472.72384979;0.690196;0.654902;0.603922;43176.000000;1.000000;1.000000;1.000000;1.000000;-0.038758;0.038758;-0.038758;1.000000;1.000000
445625.06770142;5696599.90579803;472.74674990;0.572549;0.552941;0.552941;36494.000000;1.000000;1.000000;1.000000;1.000000;0.075871;-0.075871;0.075871;1.000000;1.000000
445625.01910217;5696599.72609909;472.72604992;0.454902;0.415686;0.360784;27499.000000;1.000000;1.000000;1.000000;1.000000;0.103901;-0.103901;0.103901;1.000000;1.000000
445625.05900200;5696599.65239914;472.72464993;0.372549;0.34902;0.309804;22873.000000;1.000000;1.000000;1.000000;1.000000;-0.177601;0.177601;-0.177601;1.000000;1.000000
445625.16040237;5696599.70400055;472.70895006;0.686275;0.678431;0.643137;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.158419;0.158419;-0.158419;1.000000;1.000000
445625.12960251;5696599.80480011;472.71805002;0.607843;0.576471;0.529412;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.069924;0.069924;-0.069924;1.000000;1.000000
445625.12860115;5696599.76750000;472.71525003;0.67451;0.658824;0.615686;42919.000000;1.000000;1.000000;1.000000;1.000000;-0.089616;0.089616;-0.089616;1.000000;1.000000
445625.06890114;5696599.86839874;472.74634983;0.768627;0.752941;0.741176;49344.000000;1.000000;1.000000;1.000000;1.000000;0.038664;-0.038664;0.038664;1.000000;1.000000
445625.05680092;5696599.72739990;472.72085001;0.596078;0.556863;0.505882;36751.000000;1.000000;1.000000;1.000000;1.000000;-0.102600;0.102600;-0.102600;1.000000;1.000000
445625.15080078;5696599.91010101;472.72725012;0.65098;0.615686;0.584314;40606.000000;1.000000;1.000000;1.000000;1.000000;0.117835;-0.117835;0.117835;1.000000;1.000000
445625.11810120;5696599.83379944;472.72254993;0.517647;0.486275;0.443137;32125.000000;1.000000;1.000000;1.000000;1.000000;0.053858;-0.053858;0.053858;1.000000;1.000000
445625.08170135;5696599.79509933;472.72504999;0.639216;0.596078;0.545098;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.038964;0.038964;-0.038964;1.000000;1.000000
445625.04730232;5696599.75390060;472.72765018;0.729412;0.694118;0.639216;45746.000000;1.000000;1.000000;1.000000;1.000000;0.076099;-0.076099;0.076099;1.000000;1.000000
445625.01120193;5696599.71750076;472.72795012;0.341176;0.301961;0.25098;20046.000000;1.000000;1.000000;1.000000;1.000000;0.112499;-0.112499;0.112499;1.000000;1.000000
445625.10640152;5696599.88839920;472.73425009;0.823529;0.8;0.780392;52685.000000;1.000000;1.000000;1.000000;1.000000;0.071948;-0.071948;0.071948;1.000000;1.000000
445625.07190140;5696599.84720047;472.73924973;0.917647;0.901961;0.87451;59110.000000;1.000000;1.000000;1.000000;1.000000;0.018774;-0.018774;0.018774;1.000000;1.000000
445625.00290115;5696599.73439987;472.73945000;0.564706;0.52549;0.466667;34695.000000;1.000000;1.000000;1.000000;1.000000;0.095600;-0.095600;0.095600;1.000000;1.000000
445625.09710129;5696599.68169983;472.71744968;0.588235;0.568627;0.533333;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.151868;0.151868;-0.151868;1.000000;1.000000
445625.08780106;5696599.68250092;472.71934988;0.54902;0.533333;0.498039;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.149347;0.149347;-0.149347;1.000000;1.000000
445625.12320145;5696599.68400009;472.71394970;0.443137;0.427451;0.388235;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.157405;0.157405;-0.157405;1.000000;1.000000
445625.11580093;5696599.88759811;472.73005011;0.843137;0.819608;0.792157;53970.000000;1.000000;1.000000;1.000000;1.000000;0.077213;-0.077213;0.077213;1.000000;1.000000
445625.15350159;5696599.88889893;472.72714998;0.52549;0.490196;0.454902;32382.000000;1.000000;1.000000;1.000000;1.000000;0.106828;-0.106828;0.106828;1.000000;1.000000
445625.08080109;5696599.81149872;472.72755005;0.572549;0.533333;0.478431;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.024739;0.024739;-0.024739;1.000000;1.000000
445625.11840065;5696599.81270035;472.72464993;0.717647;0.686275;0.643137;45232.000000;1.000000;1.000000;1.000000;1.000000;-0.056726;0.056726;-0.056726;1.000000;1.000000
445625.07910164;5696599.87679871;472.74454977;0.780392;0.760784;0.74902;50115.000000;1.000000;1.000000;1.000000;1.000000;0.049060;-0.049060;0.049060;1.000000;1.000000
445625.15580185;5696599.80710037;472.71224977;0.411765;0.384314;0.341176;25186.000000;1.000000;1.000000;1.000000;1.000000;-0.094249;0.094249;-0.094249;1.000000;1.000000
445625.18400200;5696599.80689819;472.70884993;0.65098;0.623529;0.588235;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.121835;0.121835;-0.121835;1.000000;1.000000
445625.04480179;5696599.78199966;472.73724987;0.713725;0.67451;0.623529;44461.000000;1.000000;1.000000;1.000000;1.000000;0.048000;-0.048000;0.048000;1.000000;1.000000
445625.01080139;5696599.74309738;472.73754980;0.721569;0.682353;0.619608;44975.000000;1.000000;1.000000;1.000000;1.000000;0.086903;-0.086903;0.086903;1.000000;1.000000
445625.05070122;5696599.82110031;472.74025013;0.905882;0.882353;0.85098;57825.000000;1.000000;1.000000;1.000000;1.000000;0.008900;-0.008900;0.008900;1.000000;1.000000
445625.15700157;5696599.76959808;472.71184971;0.572549;0.54902;0.501961;35980.000000;1.000000;1.000000;1.000000;1.000000;-0.110579;0.110579;-0.110579;1.000000;1.000000
445625.07210167;5696599.82160004;472.73194983;0.733333;0.701961;0.658824;46260.000000;1.000000;1.000000;1.000000;1.000000;-0.011412;0.011412;-0.011412;1.000000;1.000000
445625.19460114;5696599.77079971;472.71124985;0.388235;0.356863;0.309804;23644.000000;1.000000;1.000000;1.000000;1.000000;-0.143049;0.143049;-0.143049;1.000000;1.000000
445625.12020119;5696599.77770050;472.71495010;0.701961;0.682353;0.635294;44718.000000;1.000000;1.000000;1.000000;1.000000;-0.076495;0.076495;-0.076495;1.000000;1.000000
445625.08380135;5696599.73900040;472.71754982;0.47451;0.443137;0.403922;29298.000000;1.000000;1.000000;1.000000;1.000000;-0.093050;0.093050;-0.093050;1.000000;1.000000
445625.08500107;5696599.70149811;472.71714975;0.658824;0.643137;0.6;41891.000000;1.000000;1.000000;1.000000;1.000000;-0.130146;0.130146;-0.130146;1.000000;1.000000
445625.12260063;5696599.70269974;472.71414997;0.623529;0.611765;0.576471;39835.000000;1.000000;1.000000;1.000000;1.000000;-0.139983;0.139983;-0.139983;1.000000;1.000000
445625.14500244;5696599.84309967;472.71684982;0.560784;0.533333;0.486275;34952.000000;1.000000;1.000000;1.000000;1.000000;0.081682;-0.081682;0.081682;1.000000;1.000000
445625.14620216;5696599.80559738;472.71644976;0.341176;0.321569;0.278431;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.085386;0.085386;-0.085386;1.000000;1.000000
445625.22120102;5696599.80800064;472.71525003;0.388235;0.372549;0.341176;24415.000000;1.000000;1.000000;1.000000;1.000000;-0.158359;0.158359;-0.158359;1.000000;1.000000
445625.17330177;5696599.84289749;472.71114971;0.568627;0.537255;0.498039;35466.000000;1.000000;1.000000;1.000000;1.000000;0.109685;-0.109685;0.109685;1.000000;1.000000
445625.11210068;5696599.76669891;472.71684982;0.603922;0.580392;0.533333;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.079275;0.079275;-0.079275;1.000000;1.000000
445625.07560165;5696599.72799881;472.71934988;0.470588;0.439216;0.4;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.102617;0.102617;-0.102617;1.000000;1.000000
445625.14870079;5696599.73299988;472.71574976;0.482353;0.466667;0.431373;30583.000000;1.000000;1.000000;1.000000;1.000000;-0.128528;0.128528;-0.128528;1.000000;1.000000
445625.11450203;5696599.69179733;472.71604969;0.427451;0.411765;0.380392;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.147012;0.147012;-0.147012;1.000000;1.000000
445625.15450104;5696599.84459885;472.71495010;0.494118;0.466667;0.419608;30583.000000;1.000000;1.000000;1.000000;1.000000;0.091298;-0.091298;0.091298;1.000000;1.000000
445625.11780174;5696599.80349930;472.71985008;0.815686;0.784314;0.729412;51400.000000;1.000000;1.000000;1.000000;1.000000;-0.059636;0.059636;-0.059636;1.000000;1.000000
445625.11940201;5696599.76840027;472.71484997;0.619608;0.6;0.556863;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.082597;0.082597;-0.082597;1.000000;1.000000
445625.04720123;5696599.72590073;472.72275021;0.541176;0.505882;0.458824;33410.000000;1.000000;1.000000;1.000000;1.000000;0.104099;-0.104099;0.104099;1.000000;1.000000
445625.08520134;5696599.72949799;472.71744968;0.396078;0.368627;0.329412;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.102637;0.102637;-0.102637;1.000000;1.000000
445625.12410172;5696599.69319733;472.71414997;0.517647;0.501961;0.466667;32896.000000;1.000000;1.000000;1.000000;1.000000;-0.149271;0.149271;-0.149271;1.000000;1.000000
445625.11070068;5696599.80409821;472.72184994;0.780392;0.745098;0.690196;49087.000000;1.000000;1.000000;1.000000;1.000000;-0.053073;0.053073;-0.053073;1.000000;1.000000
445625.09760101;5696599.63719757;472.71924974;0.576471;0.545098;0.494118;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.195644;0.195644;-0.195644;1.000000;1.000000
445625.21460159;5696599.73399933;472.70935013;0.701961;0.678431;0.635294;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.178279;0.178279;-0.178279;1.000000;1.000000
445625.20200165;5696599.80050095;472.71194984;0.364706;0.337255;0.294118;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.140750;0.140750;-0.140750;1.000000;1.000000
445625.07440193;5696599.76549728;472.72205021;0.682353;0.643137;0.588235;42405.000000;1.000000;1.000000;1.000000;1.000000;-0.065277;0.065277;-0.065277;1.000000;1.000000
445625.07680138;5696599.69050034;472.71894981;0.635294;0.623529;0.580392;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.140052;0.140052;-0.140052;1.000000;1.000000
445625.08050163;5696599.65509995;472.72104980;0.345098;0.321569;0.282353;21074.000000;1.000000;1.000000;1.000000;1.000000;-0.175642;0.175642;-0.175642;1.000000;1.000000
445625.11580093;5696599.65659912;472.71794989;0.47451;0.45098;0.407843;29555.000000;1.000000;1.000000;1.000000;1.000000;-0.180865;0.180865;-0.180865;1.000000;1.000000
445625.05610092;5696599.74609955;472.72335007;0.705882;0.670588;0.619608;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.083900;0.083900;-0.083900;1.000000;1.000000
445625.14470108;5696599.81509979;472.71654989;0.423529;0.396078;0.356863;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.081694;0.081694;-0.081694;1.000000;1.000000
445625.11180122;5696599.73869904;472.71644976;0.529412;0.501961;0.462745;33153.000000;1.000000;1.000000;1.000000;1.000000;-0.102883;0.102883;-0.102883;1.000000;1.000000
445625.06100090;5696599.88540085;472.74854996;0.541176;0.52549;0.52549;34695.000000;1.000000;1.000000;1.000000;1.000000;0.055401;-0.055401;0.055401;1.000000;1.000000
445625.06000145;5696599.84819992;472.74564983;0.87451;0.854902;0.835294;56026.000000;1.000000;1.000000;1.000000;1.000000;0.018200;-0.018200;0.018200;1.000000;1.000000
445625.24830063;5696599.81959732;472.70965006;0.552941;0.541176;0.513725;35466.000000;1.000000;1.000000;1.000000;1.000000;-0.184217;0.184217;-0.184217;1.000000;1.000000
445625.13920219;5696599.77829941;472.71114971;0.831373;0.811765;0.760784;53199.000000;1.000000;1.000000;1.000000;1.000000;-0.090949;0.090949;-0.090949;1.000000;1.000000
445625.17670067;5696599.77950104;472.71054985;0.517647;0.494118;0.443137;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.123153;0.123153;-0.123153;1.000000;1.000000
445625.17790230;5696599.74199875;472.71014978;0.647059;0.623529;0.580392;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.143639;0.143639;-0.143639;1.000000;1.000000
445625.17480095;5696599.80779846;472.70844986;0.670588;0.647059;0.607843;42405.000000;1.000000;1.000000;1.000000;1.000000;-0.112633;0.112633;-0.112633;1.000000;1.000000
445625.14430244;5696599.86179932;472.71934988;0.74902;0.721569;0.682353;47545.000000;1.000000;1.000000;1.000000;1.000000;0.086019;-0.086019;0.086019;1.000000;1.000000
445625.18190201;5696599.86300095;472.71644976;0.670588;0.639216;0.6;42148.000000;1.000000;1.000000;1.000000;1.000000;0.122070;-0.122070;0.122070;1.000000;1.000000
445625.17580231;5696599.77029999;472.71044971;0.54902;0.521569;0.470588;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.126410;0.126410;-0.126410;1.000000;1.000000
445625.17830093;5696599.69529922;472.70725014;0.65098;0.643137;0.611765;41891.000000;1.000000;1.000000;1.000000;1.000000;-0.176417;0.176417;-0.176417;1.000000;1.000000
445625.07890137;5696599.66229828;472.71875002;0.298039;0.278431;0.235294;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.168329;0.168329;-0.168329;1.000000;1.000000
445625.03080185;5696599.69940002;472.72165014;0.521569;0.498039;0.458824;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.130600;0.130600;-0.130600;1.000000;1.000000
445625.11640175;5696599.66349991;472.71805002;0.513725;0.494118;0.454902;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.174439;0.174439;-0.174439;1.000000;1.000000
445625.13240250;5696599.88849838;472.72615005;0.792157;0.764706;0.733333;50372.000000;1.000000;1.000000;1.000000;1.000000;0.089719;-0.089719;0.089719;1.000000;1.000000
445625.09840210;5696599.84959991;472.72644999;0.862745;0.843137;0.803922;55255.000000;1.000000;1.000000;1.000000;1.000000;0.039266;-0.039266;0.039266;1.000000;1.000000
445625.02920158;5696599.73449905;472.72664978;0.619608;0.576471;0.521569;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.095501;0.095501;-0.095501;1.000000;1.000000
445624.99630173;5696599.66039856;472.73124983;0.52549;0.498039;0.466667;32896.000000;1.000000;1.000000;1.000000;1.000000;-0.169601;0.169601;-0.169601;1.000000;1.000000
445625.14560135;5696599.82440002;472.71665003;0.556863;0.529412;0.482353;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.081417;0.081417;-0.081417;1.000000;1.000000
445625.22210129;5696599.79159744;472.71504976;0.74902;0.729412;0.698039;47802.000000;1.000000;1.000000;1.000000;1.000000;-0.162332;0.162332;-0.162332;1.000000;1.000000
445625.07620247;5696599.70929916;472.71915009;0.65098;0.631373;0.588235;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.121279;0.121279;-0.121279;1.000000;1.000000
445625.11400230;5696599.71050079;472.71385004;0.592157;0.576471;0.537255;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.129394;0.129394;-0.129394;1.000000;1.000000
445625.18020065;5696599.66710098;472.71175005;0.337255;0.329412;0.294118;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.199878;0.199878;-0.199878;1.000000;1.000000
445625.13440140;5696599.90929993;472.72644999;0.847059;0.815686;0.792157;53713.000000;1.000000;1.000000;1.000000;1.000000;0.105791;-0.105791;0.105791;1.000000;1.000000
445625.13330086;5696599.87209900;472.72365000;0.882353;0.862745;0.827451;56540.000000;1.000000;1.000000;1.000000;1.000000;0.080764;-0.080764;0.080764;1.000000;1.000000
445625.10130127;5696599.77699860;472.71875002;0.588235;0.556863;0.505882;36494.000000;1.000000;1.000000;1.000000;1.000000;-0.064595;0.064595;-0.064595;1.000000;1.000000
445625.23210152;5696599.77199753;472.71064999;0.686275;0.666667;0.619608;43690.000000;1.000000;1.000000;1.000000;1.000000;-0.177470;0.177470;-0.177470;1.000000;1.000000
445625.16050156;5696599.73189743;472.71154978;0.462745;0.443137;0.396078;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.137346;0.137346;-0.137346;1.000000;1.000000
445625.11670120;5696599.84329803;472.72254993;0.517647;0.490196;0.45098;32382.000000;1.000000;1.000000;1.000000;1.000000;0.053987;-0.053987;0.053987;1.000000;1.000000
445625.01170166;5696599.72439774;472.73035004;0.411765;0.372549;0.317647;24672.000000;1.000000;1.000000;1.000000;1.000000;0.105602;-0.105602;0.105602;1.000000;1.000000
